source,target,weight
141540485,254672751,0.0665962441314554
141540485,197522982,0.37334507042253523
141540485,254672878,0.21752347417840376
141540485,2522360915,0.09544600938967135
141541859,207096090,1.6688967136150237
141542464,522059963,0.6789436619718309
141542464,522060005,0.21231220657276992
141542464,522060014,0.8469014084507043
141542473,5792497355,0.19830985915492957
141542473,7086991412,0.18976525821596243
141542473,5798251594,0.12124413145539906
141542517,1113558376,0.06053990610328638
141542774,298449233,1.1817136150234742
141542774,334227578,1.3030868544600938
141542774,334236237,0.5973591549295774
141542775,245805855,0.20244131455399061
141542775,2200616221,0.2585093896713615
141542775,5796498326,0.7349413145539906
179003095,5491355687,0.13980046948356806
179003095,6935892837,0.4477464788732395
179003095,5491355686,0.13741784037558685
179003107,5814382726,0.5106690140845072
179003107,3898968632,0.13575117370892018
179003107,3898968635,0.13320422535211268
179003160,2758272972,0.23099765258215962
179003160,2758272962,0.2759507042253521
179003160,5491355662,0.4728521126760563
179008739,1111084736,0.17212441314553992
179008739,1111084755,0.4856690140845071
179008739,2144631194,0.07545774647887324
179008750,5814382715,0.19115023474178405
179008750,2246873012,1.075680751173709
179008750,179008757,2.505516431924882
179008757,5788002922,0.3090845070422535
179008757,2666214448,0.047359154929577464
179008757,179008750,2.5055164319248826
179008764,364553522,0.1616431924882629
179008764,364553496,0.15211267605633802
179008764,1672093887,0.13485915492957745
179008769,5786622370,0.09875586854460093
179008769,179008770,0.19795774647887324
179008769,5786622368,0.09440140845070423
179008770,5786622365,0.06433098591549295
179008770,179008769,0.19795774647887324
179008770,7572727019,0.614131455399061
179008770,5786622368,0.30334507042253517
179008777,7620616237,0.12157276995305165
179008777,6618325026,0.6496361502347417
179008777,6451582553,0.5024765258215962
179008777,1833871957,0.11312206572769952
179008781,5786475103,0.06827464788732394
179008781,6451582553,0.11704225352112675
179008781,1833871950,0.10559859154929577
179008789,985595711,0.06688967136150234
179008789,1604993145,0.1707394366197183
179008789,2462141295,0.43382629107981224
179008789,11431779680,0.49819248826291085
179008802,4948963572,0.15299295774647884
179008802,560943944,0.09839201877934271
179008802,1604993041,0.1872417840375587
179008806,1604993041,0.16082159624413145
179008806,1604993035,0.07773474178403755
179008806,6472188448,0.42204225352112673
179008810,1604992977,0.10618544600938967
179008810,6621288829,0.08059859154929579
179008810,6621881601,1.317593896713615
179008814,6621281395,0.07480046948356807
179008814,6621871371,0.2590492957746479
179008814,10582024492,0.8157746478873238
179008817,2462141280,0.17313380281690138
179008817,6621881601,0.4589553990610329
179008817,2462141281,0.11431924882629108
180963842,7824352388,0.23272300469483567
180963842,3815310851,0.6924765258215962
180963842,7824352385,0.10183098591549296
180963842,6472149296,0.3075117370892019
180963852,11046614159,0.167018779342723
180963852,1835507025,1.1648122065727697
180963852,1585911334,1.0481103286384976
180963858,2131171474,0.340481220657277
180963858,2131171476,0.239131455399061
180963858,11144535844,0.3318896713615023
180963928,1835507032,0.3071713615023474
180963928,1585911334,0.2630164319248826
180963928,207093971,0.34308685446009385
180963954,1132461710,0.1980868544600939
180963954,5834638596,0.39862676056338026
180963954,2343733174,0.793462441314554
181623219,2558829612,0.1595305164319249
181623219,9729428718,0.06025821596244132
181623219,11712058800,0.06834507042253521
181623219,708118790,1.3723474178403756
181628635,3784269226,0.5855046948356806
181628635,330163433,1.250269953051643
181628635,3784269232,0.6164201877934272
181628846,1912740080,0.14778169014084505
181628846,385020833,0.14683098591549298
181628846,1912640906,0.09137323943661972
181660440,1921536909,0.06652582159624414
181660440,1111084754,0.7182276995305164
181660440,6487777002,1.366044600938967
181660513,1988158730,0.2521244131455399
181660513,7109066391,0.6132042253521127
181660513,10047070531,1.2919718309859154
181660898,7105623746,0.06041079812206573
181660898,298455013,0.9637910798122065
181660898,3741913943,3.696115023474178
181660898,5001653308,3.8211384976525826
181661567,298455020,0.12318075117370891
181661567,5812811146,0.7558920187793428
181661567,11264783541,0.03183098591549296
181661567,11264783542,0.03183098591549296
181739253,181739343,0.15591549295774648
181739253,1111084754,0.06977699530516432
181739253,2679359850,0.1091549295774648
181739300,5788002918,0.04375586854460094
181739300,11771933254,0.05582159624413146
181739300,2666214444,0.03772300469483568
181739322,4806575221,0.17338028169014083
181739322,5788002918,1.401443661971831
181739322,5789847134,1.1867957746478874
181739343,181739253,0.15591549295774648
181739343,2679359843,0.0832394366197183
181739343,5789847134,0.06969483568075117
181739355,4266103362,0.44928403755868546
181739355,1132461164,0.366150234741784
181739355,1132460794,0.5399413145539906
181739567,708118812,0.11160798122065728
181739567,9006673981,0.3385798122065728
181739567,1650854208,0.15448356807511737
181739786,2463088528,0.11982394366197183
181739786,2463088514,0.09423708920187793
181739786,2463088520,0.10443661971830985
181739878,5342621700,0.08387323943661971
181739878,1887025912,0.37517605633802814
181739878,2531924192,0.7222535211267606
181739956,8443138998,0.08406103286384976
181739956,1912641207,0.40018779342723
181739956,3815385995,0.9559624413145539
183886690,296651733,3.1640375586854463
183886690,2192809774,2.164706572769953
183886690,2561709834,3.2662558685446013
183886769,2257864876,0.3829460093896714
183886769,2561709842,0.5109741784037558
183886769,8497988412,1.0628638497652583
183886791,263675760,0.18511737089201877
183886791,1523176640,0.07312206572769954
183886791,609774162,0.1032394366197183
183886791,1523176666,0.5615727699530517
183886827,1903936331,0.35118544600938967
183886827,1523176714,2.8382394366197183
183886827,1903936302,0.36597417840375585
183886874,1522913210,2.8555751173708916
183886874,6933535991,1.736607981220657
183886874,1522913166,2.7100117370892023
185781297,246144338,0.05183098591549296
185781297,429743633,1.710657276995305
185781297,958816350,0.09178403755868544
185781297,7217231355,0.1788732394366197
185781328,1081234317,0.17239436619718307
185781328,560943888,0.2122887323943662
185781328,560943892,0.21281690140845066
185781347,5351343011,0.08408450704225351
185781347,695702571,0.0936737089201878
185781347,958816467,0.18829812206572769
185781368,1227265211,0.39404929577464787
185781368,1227265213,0.3974413145539906
185781368,338398882,0.6006572769953051
185781396,338398882,1.4666901408450703
185781396,11068336639,0.19676056338028167
185781396,11068336642,1.3430164319248827
185781413,2479873688,0.1531807511737089
185781413,333688204,0.28801643192488263
185781413,185838206,0.8407042253521126
185781432,300563027,1.4244600938967136
185781432,300563032,1.0792605633802816
185781432,7109519414,0.8959037558685446
185781432,7109519415,0.9301877934272301
185781432,11065843312,2.47849765258216
185781466,7099589317,0.4639201877934272
185781466,537995176,1.2553051643192488
185781466,7099589320,0.4683450704225352
185781508,7801394666,0.16779342723004695
185781508,7801394668,0.7352347417840376
185781508,1303614753,0.7730164319248827
185781531,7991506270,0.5832159624413145
185781531,1303614770,0.13113849765258215
185781531,1303614767,0.25395539906103287
185781576,738027774,0.24596244131455397
185781576,7328839511,0.6137676056338028
185781576,7328839510,0.6197887323943662
185781587,7328926517,0.49477699530516434
185816471,243882326,0.05279342723004695
185816471,334230106,0.3620657276995305
185816471,243882285,0.1517488262910798
185838206,11271114758,0.11971830985915492
185838206,2627384553,0.24690140845070424
185838206,185838216,0.587793427230047
185838206,185781413,0.8407042253521126
185838216,11839427518,0.5046478873239437
185838216,6109069758,0.6945657276995305
185838216,185838206,0.587793427230047
185838220,185838236,0.4270305164319249
185838220,11840811436,0.08269953051643192
185838220,11840811437,0.056866197183098585
185838220,185838231,0.3787206572769952
185838231,185838233,0.20807511737089204
185838231,929054888,0.8857981220657276
185838231,185838220,0.3787206572769952
185838233,1615728400,1.2175469483568075
185838233,185838231,0.20807511737089204
185838233,5237755770,1.275586854460094
185838233,5237755769,1.284706572769953
185838236,1482109756,0.19460093896713612
185838236,185838220,0.4270305164319249
185838236,1696085927,0.19838028169014085
185838243,1615728396,0.12373239436619718
185838243,412568853,0.12200704225352112
185838243,412568889,0.14421361502347418
185838243,1615728397,0.12041079812206573
185838243,1615728395,0.13333333333333333
185838277,1625039212,0.12035211267605633
185838277,9373466070,0.06825117370892018
185838277,7099890762,0.05511737089201878
185838277,334623214,0.09754694835680751
185838294,1625975774,0.33091549295774647
185838294,8702980871,0.042511737089201876
185838294,445042115,0.20541079812206572
185838435,343433798,5.561924882629108
185838446,185838479,5.972723004694835
185838446,7394435547,9.115586854460094
185838446,850585535,2.631056338028169
185838479,1480029186,13.622206572769954
185838479,185838446,5.972723004694835
185838479,850585446,4.661866197183099
185844537,339018658,3.363931924882629
185844537,442278804,5.501784037558685
185844537,1480029186,8.01388497652582
185844558,388197139,2.487711267605634
185844558,207094096,1.9793661971830985
185844558,529636983,2.0350938967136147
185844564,243536521,3.333075117370892
185844564,185844587,9.370645539906102
185844564,9794464469,2.336150234741784
185844587,207093907,0.8679577464788732
185844587,185844564,9.370645539906102
185844587,243536979,2.155328638497653
185852692,333671409,0.4063615023474178
185852692,1523176681,0.2164788732394366
185852692,1523176695,0.4407863849765258
185862044,6205759986,0.04580985915492958
185862044,243794221,1.4370657276995304
185862044,1977916460,1.3655516431924881
185862044,929054905,0.298556338028169
185862045,6297562677,0.01436619718309859
185862045,298449384,0.431056338028169
185862045,298468332,0.5650234741784037
185862045,11882652754,0.1585099532427728
185862051,5829591302,0.12204225352112676
185862051,1977916460,0.46552816901408445
185862051,5829591300,0.09315727699530515
185862082,185862098,0.18306338028169014
185862082,6297544887,0.04355633802816901
185862082,6297562670,0.5249295774647887
185862082,11882653119,1.9576316505121083
185862086,6312205745,0.03949530516431925
185862086,1546510573,0.6125704225352113
185862086,6611045762,0.06365023474178404
185862091,6312205719,0.04336854460093897
185862091,6297606695,0.014061032863849764
185862091,242838453,0.6433098591549296
185862098,185862082,0.18306338028169014
185862098,6299232325,0.05636150234741783
185862098,11349660756,0.6863849765258216
185862131,1546510546,0.17055164319248825
185862131,298455007,0.15632629107981222
185862131,922753200,0.20630281690140848
185862131,330254851,0.14826291079812207
185862131,1546510541,0.21793427230046944
185862155,333726704,0.37396713615023475
185862155,11055547189,0.3291079812206573
185862155,298455032,0.7061737089201878
185862167,4578930878,0.056103286384976525
185862167,11055547189,0.6702347417840375
185862167,298455028,0.47411971830985916
186867433,4008898626,0.12399061032863849
186867433,434149121,0.16029342723004694
186867433,4008898628,0.20906103286384972
186867433,3996387057,0.15286384976525821
186877546,5018102096,0.26904929577464787
186877546,186877573,0.6446948356807511
186877546,187178348,0.6105516431924882
186877556,207093924,14.262816901408447
186877556,186877579,1.1993896713615024
186877556,343469796,0.9260093896713615
186877573,5139297202,0.10265258215962442
186877573,187178373,0.20846244131455396
186877573,186877546,0.6446948356807511
186877579,1888882483,4.434906103286385
186877579,186877556,1.1993896713615022
186877579,186877580,0.5478051643192489
186877580,317417982,0.7400938967136149
186877580,186877579,0.5478051643192489
186877580,317418028,0.32992957746478874
187136831,197522884,0.7451408450704226
187136831,1872907769,0.40083333333333326
187136831,8943825113,0.13732394366197184
187136831,8943881272,0.9110328638497652
187178305,434374100,0.2557042253521127
187178305,11848236500,0.2352464788732394
187178305,729106217,1.2327582159624413
187178319,296963310,0.3596713615023474
187178319,11848236502,0.10842723004694835
187178319,11848236498,1.4382863849765257
187178348,1988133724,0.22100938967136152
187178348,343469796,0.5534859154929577
187178348,186877546,0.6105516431924882
187178373,1984607733,0.15330985915492956
187178373,186877573,0.20846244131455396
187178373,317417982,0.5776760563380282
194347086,1835507074,0.16217136150234743
194347086,659565332,0.4222535211267605
194347086,2024884250,0.08764084507042252
194347086,11144535840,0.22482394366197184
194350295,194350312,0.17725352112676057
194350295,5757241970,0.6298708920187793
194350295,207093945,0.6937441314553991
194350312,2560353197,0.17984741784037558
194350312,194350295,0.17725352112676057
194350312,8311988199,0.3220305164319248
194350323,333674289,0.8406220657276995
194350323,10762076574,0.45613849765258213
194350323,194350331,0.13390845070422533
194350331,2560353197,0.06055164319248826
194350331,194350323,0.13390845070422533
194350331,8311988194,0.2946830985915493
194350404,2192809774,3.5833568075117372
194350404,5757241967,1.4293779342723005
194350404,2192809742,1.0011971830985917
194350413,1523176563,0.0442018779342723
194350413,1523176575,0.09987089201877934
194350413,8497731495,0.6201408450704224
194350413,263675760,0.6671126760563381
194350456,334056493,4.795293427230047
194350456,207093883,3.94069248826291
194350456,1522913143,3.7245422535211263
194394410,10964558200,0.04551643192488263
194394410,10964558195,0.09732394366197182
194394410,10964558191,0.5527230046948356
194397478,8005984224,0.1440962441314554
194397478,330267223,1.1392018779342723
194397478,10226512922,0.0835680751173709
194420315,4689264806,0.02597417840375587
194420315,330110594,0.18360328638497653
194420315,254931471,0.2572652582159624
194420355,1521566426,0.08683098591549294
194420355,1521566434,0.06904929577464788
194420355,6596851967,0.053873239436619716
194420355,330198013,0.9216549295774649
194420375,330190743,3.3515845070422534
194420375,254934413,0.3287793427230047
194420375,6493129562,1.9445892018779338
194420375,254931550,0.49210093896713614
194420466,1521647433,0.17711267605633801
194420466,1521647430,0.10808685446009389
